block,trial,score
0,0,0.663109452312
0,1,0.777390930338
0,2,0.735827632626
0,3,0.684887379198
0,4,0.820081296924
0,5,0.755389913957
0,6,0.82061455992
0,7,0.631319435321
0,8,0.736600691683
0,9,0.781377666145
0,10,0.736307980476
0,11,0.68175214691
0,12,0.711089240208
0,13,0.768121016728
0,14,0.729665719343
0,15,0.811947680521
0,16,0.732683274437
0,17,0.721754591592
0,18,0.694857381507
0,19,0.697971542868
