block,trial,score
0,0,0.588468549387
0,1,0.716769057947
0,2,0.792304691544
0,3,0.682513389352
0,4,0.615354085285
0,5,0.794239534059
0,6,0.844021158784
0,7,0.8151767402
0,8,0.705679079954
0,9,0.718393912169
0,10,0.805765567663
0,11,0.809956466395
0,12,0.795738000423
0,13,0.872343383813
0,14,0.758940594692
0,15,0.794321362004
0,16,0.80466074834
0,17,0.866228335319
0,18,0.839047253146
0,19,0.83344035512
