block,trial,score
0,0,0.624425899484
0,1,0.768058690501
0,2,0.669715731129
0,3,0.807438833018
0,4,0.718811727047
0,5,0.784352703632
0,6,0.695479719193
0,7,0.727784098418
0,8,0.672163468229
0,9,0.33175879031
0,10,0.0092670485792
0,11,0.646054891025
0,12,0.798060698928
0,13,0.692496266057
0,14,0.785005282978
0,15,0.794256720036
0,16,0.749425703737
0,17,0.868428386015
0,18,0.775090546136
0,19,0.609611177135
