block,trial,score
0,0,0.71430056802
0,1,0.828894855011
0,2,0.722357955539
0,3,0.797713600734
0,4,0.787577496318
0,5,0.809895781383
0,6,0.734237701392
0,7,0.70213272936
0,8,0.640087581965
0,9,0.849202074625
0,10,0.764248028794
0,11,0.642205453075
0,12,0.673800495332
0,13,0.656151945845
0,14,0.819291502818
0,15,0.742679487208
0,16,0.631670799969
0,17,0.605709029348
0,18,0.6960960473
0,19,0.647549105771
